,Unnamed: 0,0,sentiment
253,253,never fail put smile face,positive
255,255,child always cute tony cuenca,positive
256,256,nandos im laughing hard,positive
258,258,tikka masala even indian like,positive
260,260,shes cool,positive
262,262,england best team world,positive
264,264,i love mary earps ellie roebuck much goalie football team loved vid see like goalkeeper england,positive
265,265,charming laidback,positive
266,266,danish food best,positive
269,269,leeds united,positive
271,271,thing wheel enjoyed lot especially tammy saying bin get beth tricky hole it obvious youre timed pressure cant think,positive
272,272,party ring genius,positive
276,276,i know dont want tot sirina think were weve wide open many time defence need someone like steph block last whole defence near enough perfect team unfortunate couple injury kieran walsh fran kirby world cup well euro know originally dropped euro viewing injury think were going need someone like alessia russo take game bye scruff neck win like said sirina dream telling seggestions might neifed made beth mead need called available chance getting first round bos job get lady make european champion world champion come winning side time sirina need select best set lioness think win european champion cup also win world cup next out,positive
279,279,wish there,positive
282,282,rashford loved everyone,positive
283,283,the team exactly steph told press go together otherwise 3 3 steph language mean 3 defence 3 middle field cant get through,positive
284,284,smart making choice,positive
285,285,id watch leah williamson play golf everyday,positive
286,286,love micd,positive
288,288,can day life whole squad please,positive
290,290,gon na like better amen,positive
291,291,this legit friendship goal,positive
292,292,on declan rice first fifa card look like thogdena football youtuber,positive
293,293,if went someone like,positive
294,294,i never seen disrespectful intolerant football towards england outrageous lol great,positive
299,299,this perfect year later,positive
302,302,thing wheel considering theyre footy player none said goal nnyou know astro turf goal literally behind wheel easy movement,positive
304,304,the way rolled ball stud able shoot v brazil top top piece thinking skill much better goal many realise,positive
306,306,love personality,positive
307,307,such beautiful match worth rewatching it,positive
310,310,it fair say declan deserves upgrade shooting,positive
311,311,beautiful,positive
313,313,sunny innit dude,positive
315,315,1950s glory days,positive
317,317,why ramdale look like white version oxlade chamberlain,positive
321,321,merry christmas ffa21,positive
323,323,must protected cost,positive
325,325,see adore other 3,positive
326,326,i love england national team boy girl im 14 year old thai girl,positive
328,328,leah beautiful contagious laugh england,positive
332,332,character think true say team like hurricane sport soceity people something inspire them,positive
336,336,there three footballer love growing upnronaldo 9,positive
337,337,i would like say team breath fresh air attitude,positive
341,341,that goal greece one best moment ive seen football zero hero magic right foot,positive
342,342,the big smile face get ground say baller,positive
343,343,we need much love millie rach,positive
344,344,hey mary earp best goal keeper world,positive
347,347,they sweet little girl it cutest thing ever,positive
348,348,his technique incredible goal one beautiful other time one absolute favorite player idol,positive
350,350,leah seems like nice person,positive
352,352,i actually loved,positive
353,353,shine m scott shine soooo britebeautifuls playing game,positive
355,355,compared single country like britain le 60 million people,positive
356,356,no wonder red card sent make laugh,positive
358,358,jend sam ardi b abdurrahman guam irian dare salam countryniam like game,positive
361,361,30p play basketball game long since went arcade got back blackpool lucky get game le pound now mind honest,positive
364,364,ready take mary 10 year,positive
366,366,hi millie different hope mind were stand bee attracts always best flower,positive
369,369,doe grow journalist surely talent it interest,positive
373,373,i love keep grounded,positive
374,374,551 leah laughing 3,positive
375,375,jack definitely like leah,positive
377,377,theyre playing nice compared uswnt,positive
378,378,would like see micd content like this,positive
381,381,lucy bronze great player control ball,positive
382,382,it dream play england lioness,positive
383,383,wwe fan alert 706,positive
385,385,declan 100m pound mate look ya 105m pound lol,positive
386,386,yo ney sunny innit,positive
388,388,which country think best food,positive
392,392,love them world cup possible,positive
393,393,love,positive
394,394,is beth still throwing career away joke club spur,positive
397,397,jack play fifa do,positive
400,400,great keeper enjoyed this,positive
401,401,leah fit,positive
402,402,bobby charlton el grande ha fallecido,positive
406,406,seems lovely person talented,positive
409,409,delicious shot day love leah,positive
411,411,this hungary team win world cup 2026 trust betting world cup 2026 high risk bcs ranking number era player upgrade fast,positive
412,412,i love everyone talk love california,positive
421,421,best footballer world zlatan nothing him,positive
423,423,ayo neymar it sunny innit,positive
425,425,amazing 005,positive
426,426,lucy bronze easily best smile football,positive
429,429,dont get wait it comming promise love lucy bronze idol,positive
431,431,im old bahahahahah love lucy,positive
434,434,i like ellies dog,positive
436,436,i honestly love england always kneeling king even humiliating defeat,positive
437,437,i love lioness favs toone williamson russo jill scott,positive
438,438,i love lioness u000e0067u000e0062u000e0065u000e006eu000e0067u000e007f pray hope one day,positive
439,439,a english hungary fan,positive
443,443,proud mancunian here love two,positive
445,445,sure cocky leah,positive
