,Unnamed: 0,0,sentiment
252,252,soooooooooooooo hhhhhhhhhhhaaaaaaaaaapppppyyyyy,neutral
254,254,leah something else,neutral
257,257,the weather,neutral
259,259,los paisa siempre inventando,neutral
261,261,do feel intelctual conversation developing,neutral
263,263,i khow english,neutral
267,267,italy,neutral
268,268,she didnt commenttate 1st 10 minute,neutral
270,270,csi b mosolyogva nzte,neutral
273,273,miniminter,neutral
275,275,gerrard goat,neutral
277,277,a hundred million pound mate ayyy look who talkin now,neutral
278,278,the weva,neutral
280,280,overrated,neutral
281,281,rick james legend,neutral
287,287,who watching doc,neutral
289,289,que dios lo tenga en sus brazos,neutral
295,295,should leah rice,neutral
296,296,america beter,neutral
297,297,who else celebrity,neutral
298,298,130 food n445 trainning,neutral
300,300,one favourite game time,neutral
301,301,httpswwwyoutubecomwatchvtdccwzpskmg,neutral
303,303,beth fitnespecially legging,neutral
308,308,money,neutral
309,309,june 7 tuesday joseph cascayan 29 old year england celebration wi,neutral
312,312,pick indian italian anywhere else world besides india would pick italian food,neutral
314,314,a pea,neutral
316,316,england u000e0067u000e0062u000e0065u000e006eu000e0067u000e007ffrom argentina,neutral
319,319,tammy hot chocolate,neutral
320,320,never thought id watch 16 min golf thing leah williamson,neutral
322,322,owen gerrard,neutral
324,324,back football art,neutral
327,327,who netflix upcoming documentary,neutral
329,329,most extravagant thing ever eaten a pea,neutral
330,330,definitively,neutral
331,331,higuita second none,neutral
333,333,where goal,neutral
335,335,can aaron ramsdale ellie roebuck v sandy maciver jordan pickford next,neutral
338,338,speed climbing skate boarding aint olympic sport,neutral
339,339,98,neutral
340,340,i see standsnengland v denmark,neutral
346,346,lucy e una idola e talentosa,neutral
351,351,owen next level,neutral
354,354,leah,neutral
357,357,what happened chloe kelly,neutral
359,359,italian food day,neutral
360,360,am one noticing rashy saying eveon instead everton 441,neutral
362,362,now scoot room legend,neutral
363,363,england woman team v england woman b team,neutral
367,367,which voice which,neutral
368,368,both grealish rice traitor irish,neutral
370,370,khatmal jony singer,neutral
371,371,never chinesenis really phrase england,neutral
372,372,this team team,neutral
376,376,people hung result game football,neutral
379,379,you polar bear,neutral
380,380,selhurst park,neutral
384,384,sound,neutral
387,387,632 jack say,neutral
389,389,hungary 2026 world cup,neutral
390,390,mary earps idol go youre game,neutral
391,391,goat saving ever ever incredible,neutral
395,395,01 roland sallai 16 minn02 roland sallai 70 minn03 zsolt nagy 80 minn04 dniel gazdag 89 min,neutral
396,396,yet four team world cup dont make mind britain single country five separate country single team gb olympics,neutral
398,398,will rematch,neutral
403,403,pg,neutral
404,404,for movie question think referring natasha lyonne i think,neutral
405,405,751 came for,neutral
407,407,ramsdales reaction emirate,neutral
408,408,see future footballer,neutral
410,410,501 100 million pound mate dec youre 105mil,neutral
413,413,cant beat mary kid favourite,neutral
414,414,seasoning,neutral
415,415,i know rice grealish woman thought football video,neutral
416,416,leah williamson leng,neutral
417,417,the normal parenthesis finallly float halfbrother exclusively guess quiet priest noxious,neutral
418,418,jack saying kiddy answer crack up,neutral
419,419,hahahahaha show world human leah,neutral
420,420,su pasin desde dentro fuera de la cancha mundial 2006 2010 dolieron grande beckham7 el lord7,neutral
422,422,knew endsnnremember 91 mads,neutral
424,424,i see 3 gooners video,neutral
427,427,were 2020 olympics,neutral
428,428,declan rice drive american final,neutral
430,430,time,neutral
432,432,szep arany csapat,neutral
433,433,need see current lady team theyre back training,neutral
440,440,001,neutral
441,441,leah williamson angel,neutral
442,442,i watched 4 10000000th time,neutral
444,444,funny denied fact,neutral
446,446,la gloria eternaqepd,neutral
