,Unnamed: 0,0,sentiment
188,188,hey yall,neutral
189,189,heart soul england team,neutral
190,190,finger long leg would probably much even lesbian,neutral
197,197,why got irish flag on,neutral
205,205,one reason team chose gameplan him steph outranked kd 2 3 time mvp voting time,neutral
206,206,p r m,neutral
211,211,muy divertida que bonita personalidad,neutral
212,212,am one noticing rashy saying eveon instead everton 441,neutral
216,216,even another player averaging around 7 assist,neutral
219,219,garland lard would cook yall mf,neutral
220,220,sun roster loaded,neutral
222,222,1010 person lucy bronze,neutral
224,224,it tie 1a 1b lebron superan between leshannon v nick wrightjames think,neutral
225,225,and 8 second brianna double dribble call it,neutral
226,226,always that,neutral
229,229,rachel need fill side gap,neutral
233,233,goat saving ever ever incredible,neutral
236,236,rachel nichols fat,neutral
241,241,angel,neutral
244,244,that kramer,neutral
245,245,max,neutral
255,255,bizde de qap shahruddin var,neutral
260,260,curry flip 3614,neutral
266,266,now scoot room legend,neutral
267,267,defensive player,neutral
271,271,i wonder reese dunk,neutral
278,278,lesbian black woman job coaching front office,neutral
282,282,competition giannis,neutral
285,285,im weak lol,neutral
289,289,i know rice grealish woman thought football video,neutral
291,291,two turd,neutral
292,292,im looking minnesota lynx roster roght 61023 aint way brea beal team way all,neutral
294,294,mj,neutral
297,297,blazer didnt need jordan clyde drexler understand time,neutral
301,301,jack saying kiddy answer crack up,neutral
304,304,people think thing legend someone marketing opposed happened people saw jordan,neutral
306,306,clickbait,neutral
308,308,id clamp that,neutral
311,311,ring chaser,neutral
313,313,554,neutral
314,314,new shirt yet lioness still awful purple training kit playing old shirt many year look usa kitted looking date please sort,neutral
318,318,wa crack,neutral
323,323,for movie question think referring natasha lyonne i think,neutral
326,326,hey,neutral
327,327,she bandwager clout chaser,neutral
331,331,where angel dont see her,neutral
333,333,who going beat,neutral
336,336,im irish,neutral
343,343,it big boat,neutral
344,344,que dios lo tenga en sus brazos,neutral
345,345,spot,neutral
346,346,47 game compared 100game full season sample nnwith kd dub 2924,neutral
349,349,could monarch child need reprogrammed,neutral
350,350,lucy e una idola e talentosa,neutral
352,352,hot damnshelomi ahh fr fr snipersooo part tha game mom,neutral
355,355,you guy know gone,neutral
356,356,everything else open up nnshes beast,neutral
362,362,cant wait let geaux lady,neutral
363,363,he called jit,neutral
364,364,how know jack grealish aa irish,neutral
365,365,mulefaced brother stick gather,neutral
367,367,how jill scott room snext unitt room also surname jill fiance shellyni know thats rachel unitts room,neutral
370,370,angel reese gym yall talk,neutral
373,373,im trying get commercial,neutral
374,374,prime upbossy,neutral
375,375,bro swing way,neutral
377,377,what happened chloe kelly,neutral
380,380,when lead,neutral
382,382,throw ball mound pitcher receive ball 3rd basemen could pitch markelle might yip,neutral
386,386,chick rock girl beast right there go shelomi,neutral
387,387,whether per month per video,neutral
391,391,sidney moncrief,neutral
402,402,kawhi lebronnnlike kobe shaq 9904,neutral
404,404,when 2nd pool video filmed,neutral
405,405,most extravagant thing ever eaten a pea,neutral
406,406,first,neutral
407,407,did mike get digit,neutral
409,409,heck ya,neutral
415,415,she overrated potential coach there push hire woman,neutral
418,418,why draft someone know need them,neutral
420,420,you polar bear,neutral
430,430,showed smart drafting center problem,neutral
431,431,gary paytonnmichael jordanndennis rodmannbill russellnben wallacenthis opinion time defensive player,neutral
434,434,tmac penny hardaway 20 imo,neutral
435,435,the weatho,neutral
438,438,whigger maga biatch coach ima grab popcorn watch ego implode,neutral
440,440,eu s quero saber nome da msica,neutral
444,444,maybe lebron,neutral
445,445,lebron never good mike mike never choked,neutral
447,447,perkins fuckin clown literally used kds name relevancy notoriety,neutral
448,448,226,neutral
454,454,add ayoka lee iowa sudden caitlin clark score 40 pt ayoka lee give 1520 pt night,neutral
456,456,this one reason angel reese went wnba quite frank,neutral
460,460,a pea,neutral
462,462,lucy portuguese,neutral
463,463,that shannon sharpe impersonationpriceless keep keepin real brother,neutral
467,467,there red dot since then,neutral
469,469,celine dion sings profound song max,neutral
470,470,bring sport rut,neutral
471,471,very uplifting refreshing togetherness,neutral
473,473,in 20172018 lebron deserved mvp,neutral
474,474,i watched 4 10000000th time,neutral
477,477,she sound black actually white,neutral
479,479,who else celebrity,neutral
487,487,coach,neutral
488,488,see future footballer,neutral
489,489,scoring title 325ppg shooting 53,neutral
490,490,not lifetime,neutral
491,491,carmelo anthony mac simple minded hall famer,neutral
492,492,i get get paid attitude college need compensate stay physically prep 4 year,neutral
493,493,led league scoring triangle system,neutral
497,497,lucy fantastica defensa,neutral
503,503,126 keira lucy,neutral
506,506,i think wan na sign mason contract sacrifice,neutral
508,508,all wan na thug,neutral
520,520,u200d 4kt ja,neutral
527,527,ad leaf lakers done even w lebron peds lakers,neutral
528,528,the first man ever exited woman basketball,neutral
530,530,simplemente el loco,neutral
532,532,knew endsnnremember 91 mads,neutral
535,535,back football art,neutral
536,536,let go raven,neutral
537,537,751 came for,neutral
541,541,unfortunately shoulder load ksu w little talent surronding likeliness reinjury high,neutral
542,542,i remember watching game live tv 7 8,neutral
544,544,stne gelen topu buraxr,neutral
546,546,that okc team loaded,neutral
548,548,la gloria eternaqepd,neutral
559,559,var thats line,neutral
561,561,hakeem magic beg differ lebron skilled big man history nba,neutral
563,563,632 jack say,neutral
564,564,ball,neutral
574,574,dpoy,neutral
575,575,jordan,neutral
577,577,su pasin desde dentro fuera de la cancha mundial 2006 2010 dolieron grande beckham7 el lord7,neutral
582,582,hvl,neutral
584,584,subbed 3 video ago,neutral
586,586,my heart break think there there way,neutral
588,588,the fact never dpy always blow mind,neutral
591,591,lucy bronze,neutral
592,592,man,neutral
594,594,superbowl,neutral
596,596,called titanic it epic max,neutral
597,597,maya moore everybody,neutral
598,598,we timber soccer,neutral
599,599,future goat,neutral
602,602,the reporter speaks english translator responds english point translator,neutral
605,605,go gamecock,neutral
606,606,501 100 million pound mate dec youre 105mil,neutral
607,607,russellnrodmanndreamnin order,neutral
612,612,star pro olympic team using college player,neutral
617,617,grown little man hanging high school college kid,neutral
619,619,we got jayson tatum,neutral
621,621,case also,neutral
622,622,geaux tiger,neutral
625,625,the wnba,neutral
626,626,she six week ago remember,neutral
627,627,etc,neutral
629,629,catcher indian,neutral
633,633,beer rather,neutral
634,634,who netflix upcoming documentary,neutral
635,635,where would u rank rose mvp season,neutral
637,637,im now tell others specially ellen,neutral
639,639,russell west brick,neutral
647,647,i shin pad opposite leg,neutral
653,653,kobe,neutral
657,657,rahford,neutral
658,658,sound,neutral
662,662,unless kim son dont know about,neutral
665,665,were 2020 olympics,neutral
667,667,leah jack 819,neutral
669,669,this dude goofy me,neutral
673,673,really bucket,neutral
676,676,d wade one feminine male sport probably allows gabby peg,neutral
677,677,001,neutral
678,678,a hundred million pound mate ayyy look who talkin now,neutral
683,683,behind,neutral
685,685,that college team going 90 nba team back testament garbage league back then college team go 18 pro team today michael dominated watered league 90,neutral
686,686,impact lakers never level shaquille o neal,neutral
690,690,money,neutral
692,692,aneesha silence assassin player word light court,neutral
694,694,yea tmac would beat kd,neutral
701,701,im patreon,neutral
705,705,wa flaujae 1 jawn,neutral
706,706,gsw bounce back 2022 kd,neutral
708,708,never,neutral
711,711,heard long time,neutral
716,716,my man drowning,neutral
720,720,thats fkn pop dancing nwith black red hoodie nsmh u200d,neutral
721,721,make extremely valid point,neutral
727,727,leah williamson leng,neutral
730,730,she wnba player actually wanted see always reminded female version melo,neutral
731,731,he cant hold hvl mamba,neutral
734,734,know age experience showing,neutral
736,736,hope everyone spot angel exactly always someone around looking wolf ja rude awakening,neutral
738,738,5 spot key building team around worked drafted bill walton 77 draft moses malone season,neutral
740,740,do feel intelctual conversation developing,neutral
743,743,aneesah morreaux geaux tiger,neutral
744,744,keep trying brea,neutral
747,747,boston,neutral
748,748,that goal greece pure goosebump,neutral
754,754,t,neutral
755,755,suprised 2017 steph kd list,neutral
756,756,angel aneesa fluaje,neutral
757,757,could guard 4 5 position,neutral
760,760,how gon na sign kd,neutral
763,763,basketball trial home washing clothes cooking hot meal,neutral
764,764,if watch game 1 91 nba final,neutral
769,769,rick james legend,neutral
771,771,jack absolute buzzing card,neutral
772,772,leah sort,neutral
774,774,why see men new gear,neutral
775,775,lucy im old,neutral
781,781,i see 3 gooners video,neutral
789,789,always say let stay college two year b4 nba,neutral
792,792,dam,neutral
793,793,alysha clark put stevie lockdown,neutral
795,795,might way would go nbut nthats,neutral
798,798,1433 coj,neutral
800,800,before called westbrook westbrick,neutral
801,801,cold,neutral
804,804,she would go overseas become scorer high school,neutral
806,806,talk dr j transcendent player alsothe classiest,neutral
807,807,nba statistic,neutral
808,808,come dallas,neutral
810,810,pull video kobe,neutral
811,811,watch ncaa raven blow mind nshowtime sc,neutral
812,812,go sky,neutral
813,813,when young,neutral
815,815,this kramer robertson,neutral
820,820,nba star,neutral
821,821,fall got ta fall bum,neutral
824,824,jill scott took u tour around basecamp back first arrived lensbury ahead opening weuro2022 group match,neutral
826,826,higuita second none,neutral
828,828,reese may go wnba all,neutral
829,829,magic bird dominated coke head league 80,neutral
