,Unnamed: 0,0,sentiment
240,240,praise regular basis highest form ignorance reject something know nothing about entertainer enhancement drug,negative
242,242,the sixer management team ruined kid misdiagnosing injury dude twitter broke it shoulder literally sits different level arm arm,negative
243,243,the way asked fran shed stopped growing,negative
249,249,i heard motorcycle accident well,negative
250,250,w much hate go around warrior blame tooting thier horn,negative
254,254,dang crazy hell even chance compete,negative
258,258,several school would instantly become title threat her underrated even though dropped 50 couple year ago 1015 team theyre decent team ayoka lee would make serious threat iowa good,negative
264,264,it shame monica make team,negative
270,270,i think bmx injury,negative
280,280,going real madrid biggest mistake,negative
284,284,scared approach jordan practice,negative
287,287,ill never forget watching last goal long live,negative
288,288,hollyweird smh,negative
290,290,tmac would defeat durant would close,negative
295,295,rude baker,negative
300,300,when lebron retires forgottenwhen jordan dy leave memory generation come till day planet earth extinct,negative
302,302,the title wrong thats son,negative
315,315,do forget serge iblaka,negative
316,316,not keira lucy sitting together playing fire,negative
317,317,raptor already landed lakers loss,negative
319,319,draymond never top 20 smfh,negative
320,320,the wnba failing cut young lady,negative
322,322,might hell never ahead tim duncan never,negative
329,329,do feel one older player now gagged lucy bit,negative
339,339,dominant paint shoot three pull rebound,negative
340,340,caitlin clark never good,negative
342,342,nba rant nigga,negative
347,347,mane cold af wrong cutin her,negative
348,348,she dis coach speech cut never click post again,negative
359,359,jealousy jealousy,negative
366,366,heard shoulder injury regular bmx rider,negative
368,368,this obviously sun coach got cut know anything wbb,negative
381,381,dat hood girl wit dem fake as long lash dat medusa hairndem long as manicured nail aint baller,negative
383,383,short answer no,negative
389,389,team sock pulled high possible v sock low,negative
398,398,it insane international career r almost identical others,negative
400,400,no wever wever,negative
401,401,no team lone player avg 10 assist lion share assist team title lone exception would magic loaded team,negative
403,403,ie one shot run klay could changed whole outlook nnthe argument kd stats,negative
408,408,dood funny hell man real,negative
410,410,kendrick hating curry ending career,negative
413,413,emotion alone show sign lack strength weakness word people exhibit symptom cant trusted lead allow judgment outweigh common sense entertainer luciferians believe lucifer actual deity,negative
416,416,kia jackson thats girl,negative
427,427,channel speaks commonsense manner most rant might belong another forum,negative
432,432,give mac ruthless court kd really killer instinct shot fall,negative
439,439,see say mac mac came straight high school league dominating mean beast need college develope enough said,negative
442,442,you know what anthony davis sold short big timei feeling he going live regret decision,negative
443,443,therefore never better player shaq,negative
446,446,yall need beat lsu playing yall as next season damn jr college basketball player gon na make difference yall trouble,negative
453,453,so sad see captain world cup,negative
457,457,queen hard court arrived geaux tiger,negative
459,459,sam bowie became walton 20 far injury go,negative
461,461,she look little heavy doesnt alot lift shot drop pound order get quicker,negative
476,476,these young folk need realize thangs another level separate yourself street aint playing fair know everything cant tell nothing,negative
481,481,must pay get team another level lebron,negative
483,483,and wonderis stephen smith weeeeeeed lmaoo shit made day,negative
494,494,dirty rodman,negative
496,496,kendrick perkins proved he idiot,negative
499,499,percalater never factor final u say curry dont rise occasion friend beard dr jeckle mr hyde let tell steph handed stuff he golden boy new york lingo foh,negative
500,500,this cutting crap b need team,negative
505,505,uconn player seem problem staying wnba maybe mulkey prepare girl nxt level,negative
507,507,have stopped growing,negative
513,513,where hell two sack sucker come james good player great never been,negative
521,521,this big truck come on mane hate pussy nigga,negative
526,526,lost mind one statement smh nba watching dude kobe scored whole team 3 quarter pay attention watch nba game dude,negative
529,529,im sad say bite nail aswell,negative
531,531,this football game maybe south carolina spring game prior cut mention cut,negative
556,556,yes offensively tmac kd got defense offense blow out,negative
558,558,the wnba need team bump salary american woman go overseas support league come far it heartbreaking seeing lot woman without job,negative
565,565,i dont think shes greatest candace parker far skill play position everyone opinion,negative
569,569,im pissed zero chance making team knew it alexis never went wnba need get shit together college ball popular wnba wnba telling college fan fuck cut top rookie,negative
570,570,rank shaq olajuwon duncan ahead him he horrible leader qualifies greatness as stuck number 10 get 5 ring might put 8th,negative
573,573,i want play wnba player bad see level actually at id say average good men h team leveli know id beat chick small slow two wnba player know would trouble stewart delle donne,negative
583,583,thats son confused,negative
609,609,damn,negative
611,611,i already see weakness,negative
616,616,there youtube video motorcycle accident nba youtuber,negative
628,628,he tried get deep fucked up,negative
640,640,remember destroying spur playoff it interesting never mentioned colorado thing reason kobe poor performance final piston 04 made several time agree kobe wasnt good 0405,negative
656,656,kendrick bitch payroll,negative
660,660,so pissed retired early prime u200d,negative
668,668,kendrick perkins terrible he lebron fanboy,negative
670,670,pay attention,negative
674,674,when u solid mid range stop pop,negative
688,688,the silence deafening,negative
696,696,cmon stop stupid interpretationhello bromutual respectnothing more,negative
697,697,im anti aau aau play remove time development home town star sebastian telfair never time develop jump shot smh,negative
710,710,the way wnba set crazy many lady cut already getting paid shit 12 playes per team low contract smh,negative
715,715,thats happened jayson williams played chicago motorcycle accident,negative
718,718,she bad,negative
719,719,hater gon na hate,negative
722,722,hakeem olajuwon block nba history schooled shaq 95 final enough said,negative
726,726,misleading title,negative
728,728,man soooooo hate combination woman nextremely loud obnoxious,negative
729,729,anyone want know cut mean one saying anything saw,negative
751,751,no way rice level nunez,negative
752,752,shoot,negative
759,759,this isnt kim mulkeys son wont ever trust video account ever again ni reported misinformation,negative
765,765,518xa0 knight problem barkley barkley talked back him,negative
768,768,rookie year 7 millionn2nd year 83 millionn3rd year 97 millionn4th year team option 122 million n5th year player option 159 millionn unlikely hell get team option 4th year especially produce upcoming 3rd year nba career literally line year,negative
773,773,prepped nba 82 game year alot getting hurt,negative
783,783,the fact pippen never show winning 1 mean anything,negative
784,784,even wizard mj pushing 40 20 lb playing weight jordan feared could kill you stats washington par paul pierce star season,negative
785,785,understand west coast offense role moving point two guard,negative
786,786,you full shit coj lebron finished 2nd mvp voting possibly way 4th championship wrong hiding asshole,negative
796,796,ai jason richardson craziest athleticism ive ever seen,negative
802,802,seriously come back judah,negative
809,809,the disrespect im seeing tmac must 2000 baby here prime tmac hell league would team,negative
814,814,using motorcycle anything hurt player team invested in,negative
816,816,mutombo old final point recall still remember blocking hell kobe lmao,negative
819,819,ja learn as lost home dillion brook naw ja,negative
822,822,tmac pissed lol jit so south florida,negative
823,823,he robbed lebron goin 04 playoff smh,negative
825,825,bit lazy goalie,negative
827,827,this embarrassing,negative
