,0
68,'He is not even my top 5 in the nba today; ask anyone who knows the game 90% mental 10% physical;   todays sports is way to feminine and way too focused on aesthetics']
69,"[""rookie year 7 million\n2nd year 8.3 million\n3rd year 9.7 million\n4th year (team option) 12.2 million \n5th year player option 15.9 million\n It's unlikely he'll get the team option 4th year especially if he doesn't produce this upcoming 3rd year. His NBA career is literally on the line this year."""
70,"'Fultz has what people term ""sad eyes"". His issue is no laughing matter!'"
71,'fall??? you gotta be up to fall! he has been a bum'
72,"""Good day.......there are some things you can do subconsciously in  BOSS mode;  IF YOU ARE FOR SO LONG GOOD GOOD GOOD  AT  IT regardless of circumstances..EVEN A DIG IN YOUR NOSE AT A STOP LIGHT Goood..for me and others of a particular ilk....YOU KNOW WHAT I AM SAYING....!!?.....You don't DROP off consciously the way He did....poor guy😞"""
73,'Thats what happened to Jayson Williams when he played with Chicago! Motorcycle accident'
74,'That\'s what happens when you leave early to the NBA because you have to get paid. They are not physically fit
75,prepped for the NBA 82 games + a year. Alot of them are getting hurt because of this
76,"""I get to get paid"" attitude. Colleges needs to compensate so they can stay & physically prep themselves after 4 years'"
77,'Russell west brick 🧱'
78,'We should have got Jayson Tatum'
79,"""There's a youtube video about the motorcycle accident by an NBA youtuber."""
80,'Great
81,great point about Kobe being even better had he gone to college. Kobe was phenomenal overall in the 03-04 season
82,I remember him destroying the Spurs in the playoffs. And it’s interesting that you never mentioned the Colorado thing as a reason for Kobe’s poor performance in the finals against the Pistons in 04. I have made that that several times. I do agree that Kobe wasn’t good in 04-05.'
83,'GREAT POINT JUDAH THE PHILADELPIA 76ERS COULD HAVE LET GO OF MARKELLE FULTZ BUT THEY ARE SHOWING THEIR LOYALTY TO HIM.\xa0 GOOD POINT NOT JUST BUSNINESS BUT PERSONAL RELATIONSHIPS IF PEOPLE CANT GET ANYTHING OUT OF YOU THEY WILL CUT YOU OFF.'
84,'I like Markelle. I’m rooting for him to come back strong!'
85,"""i think he don't wanna sign that mason contract and do a sacrifice"""
86,"""I'm anti AAU. AAU play removes the time of development.  Home town star Sebastian Telfair never had the time to develop a jump shot smh."""
87,'Always say let them stay in college for two years b4 NBA..'
88,"""I remember Knoblauch quite clearly as well. He definitely had the yips. \n\nIf you've ever seen the movie Major League 2"
89,the catcher for the Indians
90,Rude Baker
91,couldn't throw the ball to the mound. The pitcher had to receive the ball from the 3rd basemen so he could pitch. Markelle might have the yips
92,"or he could be a monarch child that needs to be reprogrammed."""
93,'The Sixers management team ruined this kid by misdiagnosing his injury. A dude on Twitter broke it. His shoulder literally sits on different levels from arm to arm
94,it looks painful watching him in slow motion.'
95,'I think it was a bmx injury
96,from what i heard the shoulder injury he has is regular with bmx riders
97,that is weird to hear...until you know that fultz actually does enjoy bmx biking so putting 2 and 2 together most likely he was having a lil too much fun with his bike over the summer and hes not coming clean with the team cuz i think that would void his contract cuz alot of contracts have wording that prohibits the person from doing anything dangerous...like bmx biking or skateboarding
98,using motorcycles anything that can hurt the player that the team INVESTED in'
99,'Subbed 3 videos ago'
100,'I heard about the motorcycle accident as well.']
101,['Thank you for supporting this channel\n\nhttps://www.paypal.me/chroniclesofjudah144\n\nCash App: $ChroniclesOfJudah144\n\nhttps://www.patreon.com/ChroniclesofJudah144\n\nNew Email List!:\n\nChroniclesofJudah144EmailList@gmail.com\n\nJoin email list for updates on the channel
102,notifications
103,etc.'
104,"""One thing we need to do is be consistent"
105,something the media has never done with Curry as they always go to extremes when judging his play. Secondly talent has never been a major parameter in determining who the best player in the World is
106,otherwise Jordan would have been clearly better than Magic Johnson from 87-90
107,but that was not the case. Also
108,a larger sample size makes the data more reliable
109,a Finals MVP has never meant that one is the best in the World
110,it is only 4-7 games compared to a 100-game full season sample. \n\nWith KD the Dubs were 29-24
111,no Curry. Flip it and it is 36-14
112,4 of those losses in the Finals. In fact the last two seasons
113,Curry missed significant time and the Dubs never won over 60 games. Durant missed time in 2017 and the Warriors won 67 games. \nThe greatest judgement of skillset is how it translates in not only making you look good but how it makes your teammates better
114,Curry wins that also as the impact metrics had shown. The best isolation play for the Warriors was a Steph Curry shot in those years
115,which was one of the reasons teams chose to gameplan more for him. Steph outranked KD 2 out of 3 times in the MVP voting and the only time he did not
116,he only played 51 games all season. In the whole playoffs Curry again outplayed him. What the 2019 Finals showed was that as great as Steph is
117,like any great player he is not great enough to drag an injury riddled team to a victory
118,no one is. Secondly  the series was still close
119,i.e one shot or run or a Klay could have changed our whole outlook. \n\nThe only argument for KD was his stats
120,but we all know again that the major improvements in his statistics especially the playoff statistics was again
121,Stephen Curry. \n\nWhat the following years 2020-23 did was be consistent with what was true in those 3 years
122,not only was Curry the best player for the Warriors
123,but he was arguably the best player of the last 10 years
124,the only competition he had was Giannis
125,Jokic
126,Kawhi and LeBron.\n\nLike Kobe and Shaq between 99-04
127,as talented and skillful individually as Kobe was
128,his impact on the Lakers was never on the level of a Shaquille O' Neal
129,"therefore he was never a better player than Shaq."""
130,'GSW DID bounce back in 2022 with no KD'
131,'I agree that the 90s were tougher but they make it seem like dudes were bench pressing on the sidelines and dudes were getting stretchered off the courts after driving into the lane 😂😂😂'
132,"""Kendrick Perkins is terrible he's A LeBron fanboy"""
133,"""Kendrick Perkins proved that he's a idiot"""
134,'What is every nba players ultimate  goal when getting into the nba is it too win a nba championship. I mean they can be mvp
135,rookie of the year
136,nba all star
137,defensive player
138,scoring champion and goal medal winner in the Olympics  which are great accomplishments but being an nba champion  is what few players have chance to be. Which is the ultimate  goal for every great players just like the stanley cup
139,grey cup world series
140,and superbowl.'
141,"""I know I'm late but KD wasn't going back to the Warriors after what Bob Myers said and Draymond calling him a b**ch. I can respect him leaving as Draymond needs to learn that he can't get away with those type of antics. His mouth was the reason Warriors lost to the Cavs in 2016 in the first place"""
142,'People get misunderstanding better with more talented'
143,'That okc team was loaded'
144,'Perkins is such a fuckin clown. Literally has used KDs name for relevancy and notoriety.'
145,'Steph Curry flat out choked. If that was Harden everyone would say it. Dude missed a wide open shot in game 6. Curry birthday caked it.'
146,'kendrick is a bitch on payroll'
147,'kendrick hating on curry for ending his career'
148,'The reason why he saying it was because the media already put steph curry as the second greatest pg behind magic in 2016
149,so there’s a red dot on him since then'
150,'Not gonna take Klay Thompson 24 month. Especially when all he does is shoot and play defense.'
151,'Russell Westbrick lol
152,more like Russell Worstbrick..'
153,"""14:33 CoJ"
154,you're on point most of the time
155,but you consistently miss the point with KD and GSW. GSW can and HAVE won without KD. This year's finals didn't prove that they need KD to win. Before Klay went down in game 6 I have no reason to believe they wouldn't have continued to ride his momentum and complete their comeback to force a game 6. In a game 7
156,I'm taking GSW over TOR. They can win a chip without KD. They can't win a chip without KD AND Klay. Get it? KD would have NEVER been respected for the rings he attained with Golden State
157,"never."""
158,"""Well what other small man has won back to back MVPs"
159,"with one being unanimous?  I think it's fair to expect more from Steph."""
160,'How they gonna sign kd?'
161,"""Percalater was never a factor in any finals but u say curry dont rise to the occasion what about your friend beard dr jeckle mr hyde but let him tell it steph is just handed stuff he's the golden boy new york lingo foh""]"
162,['I’m on your patreon
163,but thankful to view the videos that were up on YouTube and have been now taken down. Not sure if they were taken down by you or YouTube by they were great. thanks God bless'
164,'Steven Azzwhole Smith is a straight UP Buck dancing Sellout!!!'
165,"'""Certain things like what?"" 😂😂😂'"
166,'They gone have dis nigga covering Lucha Libre matches'
167,"'""And I wonder....is Stephen A Smith on the WEEEEEEED"" lmaoo that shit made my day'"
168,'😭😂🤣'
169,'AHH MAN YOUR REACTIONS ARE HILARIOUS....'
170,'“He tried to get deep & fucked up” 😂😭'
171,'😂😂😂'
172,"'Hahaha. Amazing! ""Max"
173,Max
174,you gotta see this new movie that\'s coming out
175,called Titanic. It\'s epic Max
176,it\'s about a big boat
177,water
178,"Celine Dion sings a profound song Max"".'"
179,'😂😂😂😂😂'
180,'Dood you are funny as hell my man for real.'
181,"'""I\'m"" just trying to get to commercial. "" 😂😂'"
182,'Tedy Bruschi looks like Bruno Mars'
183,'Watching  this live  was like seeing an SNL skit 😂😂'
184,'Haha
185,thanks for exposing the media pundits lack of research. Proof that people.need to research on their own. Even when it comes to something as small as watching sports.'
186,"""I'm weak! Lol"""
187,'Lmao 😂'
188,'My man was drowning out there 😂'
189,'Was he ON CRACK!?']
190,['Knight went from not wanting Jordan on the team to calling him the best he ever saw before he even entered the league. Crazy.'
191,'This is a good video. Good analysis. Thanks mate'
192,'That 84 team is arguably the greatest amateur team ever assembled.'
193,"""What's so great  about lebrons game again? Nobody plays defense.  No handle.  Absolutely not a PG. \nBiggest guy on the court  crying for calls.   From his first chip on the has been Pussy"""
194,"""Big Guy I think it was the other way around with Doug and Phil! Jordan loved Doug Collins and was not thrilled at Phil taking over the team"
195,he didn't understand the West Coast offense or his role moving from the point to the two guard
196,and he sure didn't like the role in Phil wanting Jordan to get his team more involved. Doug let Jordan do what he wanted and there was great chemistry between the two. Jordan grew to appreciate Phil Jackson and Scotti Pipen may of had something to do with this due to his ability to mesh with Jordan well and be the one who smoother things out with the players who would get upset with Jordan
197,chewed out by Jordan
198,or were scared to approach Jordan after practice
199,"pipen was the go to. But Jordan had so much respect for Doug he ask Doug to come out of retirement to coach him when he played with Washington  but good video overall 👍💯"""
200,"""Blazers didnt need Jordan. They had Clyde Drexler. You have to understand that at the time"
201,the 5 spot was key to building your team around. It worked when they drafted Bill Walton as they won in '77. They did draft Moses Malone before that season
202,but it showed how smart they were in drafting centers. Problem was
203,"Sam Bowie became Walton 2.0 as far as the injuries go"""
204,'When lebron retires he will be forgotten..when Jordan dies he will leave in our memories and generations to come till the day planet earth is extinct.'
205,"""That college team going 9-0 against NBA teams back then is a testament to how garbage the league was back then.  A college team WOULDN'T go 1-8 against any pro team today. Michael dominated a watered down league in the 90s "
206,while magic and bird dominated a coke head league in the 80s 
207,"that's why I laugh everytime i hear someone say Larry Bird is greater than Lebron James. Larry Bird dominated in a league where players rarely worked out.  Judah like to say players today are using PEDs to elevate the Jordan and Bird eras."""
208,'Iam so glad he came to play in 2001 Jordan we as a nation were hurting from 9/11 just like the Beatles in 1964 some months later after the assassination of JFK in a way it help for a moment to stop the tears'
209,'Lebron didn’t even make the playoffs his first two seasons'
210,'There’s so many examples that shows how Mj is greater than lebron but the media don’t bring up dynamic points'
211,'There’s so many examples that shows how Mj is greater than lebron but the media don’t bring up dynamic points'
212,'Why did Jordan beg Barkley to join wizards?'
213,'Stop it you are a Jordan fan and at end of the day no matter what you say till pippen took on responsibility of playing teams best player did Jordan ever win'
214,'Charles Barkley just got on the greatest team ever.....but he only worked hard to get contracts in that year'
215,"""People only think about how things are now or what the legend of someone is through marketing as opposed to what happened. People who saw Jordan then"
216,"he didn't have a perimeter game; he developed his game like in 1989-90 and became great from mid to long range. Pippen didn't have a perimeter game either until like 1991. \n\nConcerning Isiah Thomas vs. Jordan - that was a great rivalry and I wish there was no jealousy yet a great rivalry where the Pistons made the right moves personnel-wise after 1991 or that Thomas stayed out with the wrist injury - a lot of changes could have been made to prolong those great match ups into the 90's. \n\nDoug Collins could hold his own yet always made a team better to repair a crappy team... Collins was good at taking a stupid young team and making them a contender."""
217,"""There were a lot of players that didn't want to play with (won't say for) Bob Knight. Indiana when Bob knight was there was known to have flaky stuff happen with the refs. More conspiracy theories than the NBA has. But that olympic team was a stacked team that year. The number of players that went on to become not only pros"
218,"but stars in the pros was more than any other olympic team that was using college players."""
219,'And today you basically have to have a superteam'
220,"""5:18\xa0 Knight's problem with Barkley was that Barkley talked back to him."""
221,"'You really made me understand the reason for this ""superteam"" movement. The big wigs know what they are trying to do. They are trying to get that ""Old league back""... But they can\'t trick an intelligent man into believing we\'re looking at the next Jordan in LeBron.']"
222,['W/ so much hate to go around for the warriors can you blame them for tooting thier own horn.'
223,'RUSSELL\nRODMAN\nDREAM\nin that order!'
224,'Hakeem Olajuwon has the most blocks in  nba history! He schooled Shaq in the 95 finals! Enough said'
225,'Cooper was one of the great perimeter defenders... and Ron Artest had a run in Indiana
226,where he was an elite defender on the wing and occasionally at the 4 position. But Payton was a monster.'
227,"""If you watch game 1 of the 91 NBA Finals"
228,"you will watch Magic throwing assist after assist over Jordan's head. Jordan was so worried about Magic posting him up. Instead Magic picked the Bulls defense apart. Pick your poison. Scottie put the kibosh on that shit."""
229,'Just finished rewatching the Chicago Bulls 91 championship run. Scottie Pippen was/is the best defensive player in history. He did not play against 8 total teams (Russell)
230,he was not dirty (Rodman)
231,and could guard 4 - 5 positions.'
232,"""The fact that Pippen never won it shows winning 1 doesn't mean anything."""
233,'Draymond has never been top 20. Smfh'
234,'I would have answered that questioned the same! I call it self confidence...'
235,'Sir chroniclesofjudah hu is the best defender of altime hu is your put?'
236,'nice to see u remember Ben Wallace.....I always wonder why he never comes up for that matter I never hear any word abt that Pistons line up in any news segment...its like they want us to forget that ever happened.'
237,'Gary payton\nMichael Jordan\nDennis Rodman\nBill Russell\nBen Wallace\nThis just my opinion for all time defensive players'
238,'So you telling me Michael Jordan has had the best 3 defenders ever at their position and Lebron and every year Lebron has half of that he won a championship?'
239,'ron harper was a great defender'
240,'The fact that he never won DPY always blows my mind'
241,'Do not forget about serge IBLAKA!!'
242,'Mutombo was old in that finals at that point if I recall. I still remember him blocking the hell out of Kobe lmao'
243,'Sidney Moncrief'
244,"""COJ interesting.. indirectly you are saying LBJ isn't as great as he is because he wouldn't be able to beat someone his size because his offensive game isn't that great.. or Green isn't that great and Iggy should be getting more of the credit as the better defensive player since he is slowing LBJ down.  And the fact he has won the Finals MVP because of what he did against LBJ.. later what KD was able to do too.  Usually a gifted offensive player can still score on someone who has great defensive skill.. even themselves if they were to face the best of themselves."""
245,'Did anyone catch the Bio for Scottie?  Dunked on Patrick Ewing really hard ..lol']
246,"[""Thank you for supporting this channel\n\nhttps://www.paypal.me/chroniclesofjudah144\n\nCash App: $ChroniclesOfJudah144\n\nhttps://www.patreon.com/ChroniclesofJudah144\n\nPeace brothas. Please keep in mind that I will be uploading 15-40 EXCLUSIVE VIDEOS per month on the Patreon site. For those of you who choose to pledge in order to see the videos"
247,please make sure that you CONFIGURE YOUR ACCOUNT CORRECTLY. YOU DECIDE HOW MUCH YOU DECIDE TO PAY
248,and whether it's per month or per video. Once again
249,PLEASE CONFIGURE YOUR ACCOUNT CORRECTLY based on the fact that there will be up to 40 EXCLUSIVE videos on that platform. THERE ARE 4 instructional videos on the patreon page so that YOU CAN UNDERSTAND HOW TO BILL YOURSELF.\n\nhttps://www.gofundme.com/f/chroniclesofjudah144\n\nVenmo: @ChroniclesofJudah144 \n\nNew Email List!:\n\nChroniclesofJudah144EmailList@gmail.com\n\nJoin email list for updates on the channel
250,NEW WEBSITE
251,notifications
252,"etc."""
253,'He just robbed LeBron by goin 0-4 in the playoffs smh....'
254,"""Judah if Stephen Curry is able to win this year MVP which looks likely I have to move him ahead of Kobe an into top 12-15 range. 3 X MVP? That's Magic Johnson Larry Bird Moses Malone area. Kareem has 6. MJ & Russell 5. LeBron Dr J (ABA/NBA) & Wilt 4. Magic Bird & Moses 3. Also having 3 titles help further prove Curry heading for a top 12 spot at best."""
255,'Anthony Davis doing the robbery right now'
256,'I was with you until you said that Dirk nowitzki was better than Kobe
257,you lost me and your mind in that one statement smh. What NBA was you watching dude? Kobe out scored their whole team through 3 quarters. Pay attention when you watch NBA games dude'
258,'She said that AD was named western conference player of the week and the first thing that nigga said was... lebron has been amazing 🤣'
259,"""Well it didn't happen Bron did his thing championship MVP 😂😂😂😂😂😂"""
260,'Rachel Nichols just comes off as one of those chicks who is extremely adroit in the field of giving fellatio.'
261,'Love reading the comments
262,but seriously come back Judah :('
263,"'When the going gets tough and it’s playoff time you could never compare the MVP winner to the best players like kd,Bron"
264,and steph. These guys play like Lonzo ball when it’s time to go it for real.'
265,'You full of shit COJ. Lebron finished 2nd in the MVP voting and possibly on his way to a 4th championship. You wrong and now you hiding asshole'
266,'Around 15:50. Yeah
267,the Lakers work harder on defense because they have to carry LeBron’s load while he’s standing in the corner. 🤣'
268,"""Suprised 2017 Steph and KD aren't on the list"""
269,'Raptors has already landed Lakers a loss.'
270,'In 2017-2018 Lebron deserved the MVP'
271,"""Not to sound sycophantic but whatever childish shenanigans LeBron delves into creating a team cohesiveness,his track record of reaching the final stage consistently proves that it does work.\nAnd to your point of both top teams playing without their main drivers,AD has NOT shown what you're claiming,the Bucks on the other hand did kind of ok...\ntalking about variables,hun?\nNot to minimize AD's defensive skills because they are top notch but playing along a great point guard is what help AD to shine offensively."""
272,"'Man I soooooo  hate that combination in a woman ; \n""extremely loud & obnoxious"".'"
273,"""That white guy sounds like he doesn't believe what he's saying..."""
274,'Where hell these two sack suckers come from . James is a good player not great never has been.'
275,"""Ok"
276,the Lakers are not going to win any championship this season. No matter
277,how well he and A.D. play this season. They need another player to play defense and score like..Kyrie. Furthermore
278,if A.D. leaves the Lakers are done even w LeBron on the ped's. The Lakers
279,must pay to get the team to another level. LeBron
280,will not win another MVP or get to another finals. Wait
281,"and see these truths appear. Shalom."""
282,'No team with a lone player to avg 10+ assists and the lion share of the assists for the team has won the title. The lone exception would be Magic on his loaded team
283,but even then they had another player averaging around 7 assists']
284,['T-Mac would defeat Durant. But it would be close.'
285,'Rachael is hot though.'
286,'He called him a jit
287,said he helped KD win a chip on the opposing team
288,and compared him to Jackie moon 💀 he killed him'
289,'Love these kinds of debates.'
290,'Yes offensively t-mac  but kd got defense and offense no blow out'
291,'That Orlando Magic T-Mac...smh  SHEESH -  the PERFECT offensive weapon.'
292,"""I'm not even 30 but even I remember how great T-Mac was in the mid 2000s. I remember a team T-Mac was on that won like 20 games in a row. It would be close"""
293,'He is calling Jr the laughing stock of the NBA'
294,'Top 30 lol nah 1 on 1 he top 3-5'
295,'Hold his own ..he would beat anyinw but kobe or mj'
296,'T-MAC was pissed off lol. JIT S/O south florida.'
297,'Yea Tmac would beat KD'
298,'Tmac would win.'
299,'Give me T Mac he was RUTHLESS on the court. KD really has no killer instinct his shots just fall'
300,'Rachel Nichols.... FAT.'
301,'Tmac was penny hardaway 2.0 IMO...'
302,"""The disrespect I'm seeing to T-Mac. Must be these 2000 babies on here. Prime T-Mac was hell in the league. Only if he would have had a team"
303,he would be an NBA Champion. For all the doubters
304,pull up the video with Kobe
305,"see what he had to say about Mac. Mac came straight out of high school into the league dominating which mean he was a beast. He didn't need college to develope. Enough said."""
306,'I thought they were team of the future.The guy to challenge kobe. But he underacheived in his career.no defense ...no consultant effort...mcgrady was my favorite to take the game over but he underacheived truth. Kd would win but close o e on one'
307,'Why you keep stopping the damn video 🤬'
308,"""Lmao he called him a jit"
309,"haven't heard that in a long time""]"
310,['We have Timbers soccer
311,lol.'
312,"""You know what? Anthony Davis sold himself short big time...I have a feeling he's going to live to regret his decision"""
313,'Carmelo Anthony ??? T mac is very simple minded and not a hall of famer'
314,'Portland also has low/no taxes iirc. There are worse positions in the NBA than making millions in the Pac Northwest. Also a lot of those venture capitalists are in that area of the country as well so there is an off the court opportunity for money as well.'
315,'💯💯'
316,'Glad you are ok brother.'
317,'Aight men peace ✌🏾.... keep dropping those gems... food for thought']
